"type","route","country","product","h1","meta_title","meta_title_with_brand_len","meta_description","meta_description_len","primary_keyword","secondary_keywords"
"country-product","/countries/uae/products/pvdf-coils","UAE","PVDF Coils","PVDF Coils Supplier in UAE","PVDF Coils Supplier UAE | PVDF Coated Steel","55","PVDF Coils supplier in UAE. Compare PVDF coating, colour, thickness, quantity, documents and delivery for project RFQs.","119","PVDF Coils supplier UAE","PVDF Coils UAE | PVDF coated coil UAE | colour coated steel coil UAE | architectural coated coil UAE | Galvanized Steel supplier UAE"
"country-product","/countries/uae/products/gi-plain-sheet","UAE","GI Plain Sheet","GI Plain Sheet Supplier in UAE","GI Plain Sheet Supplier UAE | Galvanized Sheet","58","GI Plain Sheet supplier in UAE. Compare Thickness, sheet size, coating, quantity, documents and delivery for project RFQs.","122","GI Plain Sheet supplier UAE","GI Plain Sheet UAE | galvanized steel sheet UAE | GI sheet UAE | zinc coated sheet UAE | Galvanized Steel supplier UAE"
"country-product","/countries/uae/products/gi-slitted-coils","UAE","GI Slitted Coils","GI Slitted Coils Supplier in UAE","GI Slitted Coils Supplier UAE | Galvanized Strips","61","GI Slitted Coils supplier in UAE. Compare Thickness, slit width, coating GSM, quantity, documents and delivery for project RFQs.","128","GI Slitted Coils supplier UAE","GI Slitted Coils UAE | galvanized slit coils UAE | GI steel strips UAE | zinc coated strip UAE | Galvanized Steel supplier UAE"
"country-product","/countries/uae/products/ppgi-slitted-coils","UAE","PPGI Slitted Coils","PPGI Slitted Coils Supplier in UAE","PPGI Slitted Coils Supplier UAE | Coated Strips","59","PPGI Slitted Coils supplier in UAE. Compare Colour/RAL, coating, slit width, quantity, documents and delivery for project RFQs.","127","PPGI Slitted Coils supplier UAE","PPGI Slitted Coils UAE | pre-painted slit coils UAE | colour coated steel strips UAE | PPGI strips UAE | Galvanized Steel supplier UAE"
"country-product","/countries/uae/products/ppgi-plain-sheet","UAE","PPGI Plain Sheet","PPGI Plain Sheet Supplier in UAE","PPGI Plain Sheet Supplier UAE | Coated Steel Sheet","62","PPGI Plain Sheet supplier in UAE. Compare Colour/RAL, thickness, sheet size, quantity, documents and delivery for project RFQs.","127","PPGI Plain Sheet supplier UAE","PPGI Plain Sheet UAE | pre-painted galvanized sheet UAE | colour coated steel sheet UAE | PPGI sheet UAE | Galvanized Steel supplier UAE"
"country-product","/countries/uae/products/roof-insulated-panels","UAE","Roof Insulated Panels - GI/PPGI","Roof Insulated Panels - GI/PPGI Supplier in UAE","Roof Insulated Panels Supplier UAE | GI/PPGI Panels","63","Roof Insulated Panels supplier in UAE. Compare Panel thickness, skin material, colour, quantity, documents and delivery for project RFQs.","137","Roof Insulated Panels supplier UAE","Roof Insulated Panels - GI/PPGI UAE | GI roof sandwich panels UAE | PPGI insulated roof panels UAE | sandwich roof panels UAE | Galvanized Steel supplier UAE"
"country-product","/countries/uae/products/wall-insulated-panels","UAE","Wall Insulated Panels","Wall Insulated Panels Supplier in UAE","Wall Insulated Panels Supplier UAE | Sandwich Panels","64","Wall Insulated Panels supplier in UAE. Compare Panel thickness, skin finish, colour, quantity, documents and delivery for project RFQs.","135","Wall Insulated Panels supplier UAE","Wall Insulated Panels UAE | sandwich wall panels UAE | insulated steel wall panels UAE | PPGI wall panels UAE | Galvanized Steel supplier UAE"
"country-product","/countries/uae/products/corrugated-roofing-sheet","UAE","Corrugated Roofing Sheet","Corrugated Roofing Sheet Supplier in UAE","Corrugated Roofing Sheet Supplier UAE | GI Roofing","62","Corrugated Roofing Sheet supplier in UAE. Compare Profile, thickness, coating, quantity, documents and delivery for project RFQs.","129","Corrugated Roofing Sheet supplier UAE","Corrugated Roofing Sheet UAE | GI roofing sheets UAE | galvanized corrugated sheets UAE | metal roofing sheets UAE | Galvanized Steel supplier UAE"
"country-product","/countries/uae/products/corrugated-wall-sheet","UAE","Corrugated Wall Sheet","Corrugated Wall Sheet Supplier in UAE","Corrugated Wall Sheet Supplier UAE | GI Cladding","60","Corrugated Wall Sheet supplier in UAE. Compare Profile, thickness, coating, quantity, documents and delivery for project RFQs.","126","Corrugated Wall Sheet supplier UAE","Corrugated Wall Sheet UAE | corrugated wall cladding UAE | GI wall sheets UAE | metal cladding sheets UAE | Galvanized Steel supplier UAE"
"country-product","/countries/uae/products/corrugated-fence-sheet-panel","UAE","Corrugated Fence Sheet / Panel","Corrugated Fence Sheet / Panel Supplier in UAE","Corrugated Fence Sheet Supplier UAE | GI Panels","59","Corrugated Fence Panels supplier in UAE. Compare Sheet height, profile, thickness, quantity, documents and delivery for project RFQs.","133","Corrugated Fence Panels supplier UAE","Corrugated Fence Sheet / Panel UAE | GI fence panels UAE | corrugated fencing sheets UAE | temporary fence panels UAE | Galvanized Steel supplier UAE"
"country-product","/countries/uae/products/corrugated-curve","UAE","Corrugated Curve","Corrugated Curve Supplier in UAE","Corrugated Curve Supplier UAE | Curved Roofing","58","Corrugated Curve supplier in UAE. Compare Profile, radius, thickness, quantity, documents and delivery for project RFQs.","120","Corrugated Curve supplier UAE","Corrugated Curve UAE | curved roofing sheets UAE | curved corrugated panels UAE | arched roof sheets UAE | Galvanized Steel supplier UAE"
"country-product","/countries/uae/products/corrugated-ridge","UAE","Corrugated Ridge","Corrugated Ridge Supplier in UAE","Corrugated Ridge Supplier UAE | Roof Ridge Caps","59","Corrugated Ridge supplier in UAE. Compare Profile match, angle, colour, quantity, documents and delivery for project RFQs.","122","Corrugated Ridge supplier UAE","Corrugated Ridge UAE | roof ridge caps UAE | corrugated ridge flashing UAE | metal ridge cover UAE | Galvanized Steel supplier UAE"
"country-product","/countries/uae/products/gutter-and-flashing","UAE","Gutter and Flashing","Gutter and Flashing Supplier in UAE","Gutter and Flashing Supplier UAE | Roof Accessories","63","Gutter and Flashing supplier in UAE. Compare Profile drawing, thickness, colour, quantity, documents and delivery for project RFQs.","131","Gutter and Flashing supplier UAE","Gutter and Flashing UAE | roof gutters UAE | metal flashing UAE | GI flashing UAE | Galvanized Steel supplier UAE"
"country-product","/countries/uae/products/gi-decking-sheet","UAE","GI Decking Sheet - 45/150 and 75/305","GI Decking Sheet - 45/150 and 75/305 Supplier in UAE","GI Decking Sheet Supplier UAE | 45/150 & 75/305","59","GI Decking Sheet - 45/150 and 75/305 supplier in UAE. Compare Profile, thickness, length, quantity, documents and delivery for project RFQs.","140","GI Decking Sheet - 45/150 and 75/305 supplier UAE","GI Decking Sheet - 45/150 and 75/305 UAE | 45/150 decking sheet UAE | 75/305 decking sheet UAE | metal deck sheet UAE | Galvanized Steel supplier UAE"
"country-product","/countries/uae/products/shear-studs","UAE","Shear Studs","Shear Studs Supplier in UAE","Shear Studs Supplier UAE | Deck Shear Connectors","60","Shear Studs supplier in UAE. Compare Stud diameter, height, deck profile and drawing reference, quantity, documents and delivery for project RFQs.","146","Shear Studs supplier UAE","Shear Studs UAE | shear connectors UAE | deck shear studs UAE | headed studs UAE | Galvanized Steel supplier UAE"
"country-product","/countries/uae/products/c-purlins","UAE","C Purlins","C Purlins Supplier in UAE","C Purlins Supplier UAE | Galvanized C Purlins","57","C Purlins supplier in UAE. Compare Section size, thickness, length, quantity, documents and delivery for project RFQs.","118","C Purlins supplier UAE","C Purlins UAE | galvanized C purlins UAE | C channel purlins UAE | roof purlins UAE | Galvanized Steel supplier UAE"
"country-product","/countries/uae/products/z-purlins","UAE","Z Purlins","Z Purlins Supplier in UAE","Z Purlins Supplier UAE | Galvanized Z Purlins","57","Z Purlins supplier in UAE. Compare Section size, thickness, length, quantity, documents and delivery for project RFQs.","118","Z Purlins supplier UAE","Z Purlins UAE | galvanized Z purlins UAE | Z section purlins UAE | roof purlins UAE | Galvanized Steel supplier UAE"
"country-product","/countries/uae/products/drywall-partition-systems","UAE","Dry Wall Partition Systems","Dry Wall Partition Systems Supplier in UAE","Drywall Systems Supplier UAE | GI Stud & Track","58","Drywall Systems supplier in UAE. Compare Gauge, profile, quantity, documents and delivery for project RFQs.","107","Drywall Systems supplier UAE","Dry Wall Partition Systems UAE | GI studs and tracks UAE | drywall metal framing UAE | partition profiles UAE | Galvanized Steel supplier UAE"
"country-product","/countries/uae/products/strut-track","UAE","Strut & Track","Strut & Track Supplier in UAE","Strut & Track Supplier UAE | MEP Strut Channels","59","Strut & Track supplier in UAE. Compare Channel size, finish, length, quantity, documents and delivery for project RFQs.","119","Strut & Track supplier UAE","Strut & Track UAE | strut channels UAE | support channels UAE | MEP strut systems UAE | Galvanized Steel supplier UAE"
"country-product","/countries/uae/products/gi-pipe","UAE","GI Pipe","GI Pipe Supplier in UAE","GI Pipe Supplier UAE | Galvanized Steel Pipe","56","GI Pipe supplier in UAE. Compare Diameter, wall thickness, length, quantity, documents and delivery for project RFQs.","117","GI Pipe supplier UAE","GI Pipe UAE | galvanized steel pipe UAE | GI tubes UAE | galvanized pipe UAE | Galvanized Steel supplier UAE"
"country-product","/countries/uae/products/aluminium-coil","UAE","Aluminium Coil","Aluminium Coil Supplier in UAE","Aluminium Coil Supplier UAE | Aluminium Sheet Coil","62","Aluminium Coil supplier in UAE. Compare Alloy, thickness, width, quantity, documents and delivery for project RFQs.","115","Aluminium Coil supplier UAE","Aluminium Coil UAE | aluminium coils UAE | aluminium sheet coil UAE | roofing aluminium coil UAE | Aluminium supplier UAE"
"country-product","/countries/uae/products/aluminium-plain-sheet","UAE","Aluminium Plain Sheet","Aluminium Plain Sheet Supplier in UAE","Aluminium Plain Sheet Supplier UAE | Aluminium Sheet","64","Aluminium Plain Sheet supplier in UAE. Compare Alloy, thickness, sheet size, quantity, documents and delivery for project RFQs.","127","Aluminium Plain Sheet supplier UAE","Aluminium Plain Sheet UAE | aluminium sheet UAE | plain aluminium sheets UAE | aluminium plate sheet UAE | Aluminium supplier UAE"
"country-product","/countries/uae/products/pre-painted-aluminium-coils","UAE","Pre-painted Aluminium Coils","Pre-painted Aluminium Coils Supplier in UAE","Pre-Painted Aluminium Coil Supplier UAE | Coated Coil","65","Pre-Painted Aluminium Coil supplier in UAE. Compare Colour/RAL, alloy, thickness, quantity, documents and delivery for project RFQs.","132","Pre-Painted Aluminium Coil supplier UAE","Pre-painted Aluminium Coils UAE | colour coated aluminium coil UAE | prepainted aluminium coil UAE | coated aluminium UAE | Aluminium supplier UAE"
"country-product","/countries/uae/products/pfmb-psmr-aluminium-alloy-3003-h14-coils","UAE","PFMB/PSMR Aluminium Alloy 3003-H14 Coils","PFMB/PSMR Aluminium Alloy 3003-H14 Coils Supplier in UAE","PFMB/PSMR 3003-H14 Aluminium Coils UAE","50","PFMB/PSMR 3003-H14 Aluminium Coils supplier in UAE. Compare Alloy, coating type, micron, quantity, documents and delivery for project RFQs.","139","PFMB/PSMR 3003-H14 Aluminium Coils supplier UAE","PFMB/PSMR Aluminium Alloy 3003-H14 Coils UAE | 3003-H14 aluminium coil UAE | PSMR 75 micron coating UAE | coated aluminium coil UAE | Aluminium supplier UAE"
"country-product","/countries/bahrain/products/ms-hollow-sections","Bahrain","MS Hollow Sections","MS Hollow Sections Supplier for Bahrain Projects","MS Hollow Sections Supplier Bahrain | RHS & SHS","59","MS Hollow Sections supply for Bahrain projects. Specify Section size, wall thickness, length, quantity, packing, documents and delivery location.","145","MS Hollow Sections supplier Bahrain","MS Hollow Sections Bahrain | RHS sections Bahrain | SHS sections Bahrain | mild steel hollow sections Bahrain | Mild Steel Products supplier Bahrain"
"country-product","/countries/bahrain/products/ms-beams","Bahrain","MS Beams","MS Beams Supplier for Bahrain Projects","MS Beams Supplier Bahrain | I & H Structural Beams","62","MS Beams supply for Bahrain projects. Specify Beam size, length, grade, quantity, packing, documents and delivery location.","123","MS Beams supplier Bahrain","MS Beams Bahrain | I beams Bahrain | H beams Bahrain | structural steel beams Bahrain | Mild Steel Products supplier Bahrain"
"country-product","/countries/bahrain/products/ms-channels","Bahrain","MS Channels","MS Channels Supplier for Bahrain Projects","MS Channels Supplier Bahrain | C & U Steel Channels","63","MS Channels supply for Bahrain projects. Specify Channel size, length, thickness/weight, quantity, packing, documents and delivery location.","140","MS Channels supplier Bahrain","MS Channels Bahrain | C channels Bahrain | U channels Bahrain | mild steel channels Bahrain | Mild Steel Products supplier Bahrain"
"country-product","/countries/bahrain/products/ms-bars","Bahrain","MS Bars","MS Bars Supplier for Bahrain Projects","MS Bars Supplier Bahrain | Round, Flat & Square Bars","64","MS Bars supply for Bahrain projects. Specify Bar type, size, length, quantity, packing, documents and delivery location.","120","MS Bars supplier Bahrain","MS Bars Bahrain | round bars Bahrain | flat bars Bahrain | square bars Bahrain | Mild Steel Products supplier Bahrain"
